CM1 6TD,51.7610720000,0.5034950000
CM1 6AN,51.7602200000,0.5009150000
CM1 6AZ,51.7624960000,0.5037770000
CM1 6BJ,51.7621220000,0.5010600000
CM1 6BL,51.7628340000,0.5035200000
CM1 6BN,51.7617060000,0.5020370000
CM1 6BP,51.7627610000,0.5022980000
CM1 6DN,51.7643510000,0.5023860000
CM1 6BZ,51.7641230000,0.5008520000
CM1 6DB,51.7636830000,0.5008280000
CM1 6DD,51.7637020000,0.5016110000
CM1 6DJ,51.7632750000,0.5026750000
CM1 6DE,51.7631800000,0.5041770000
CM1 6DF,51.7628240000,0.5039980000
CM1 6DG,51.7636570000,0.5058550000
CM1 6GR,51.7668700000,0.5011060000
CM1 6HF,51.7656290000,0.5002690000
